Date,Close,High,Low,Open,Volume,Returns,Historical_Volatility
2014-01-02,1831.97998046875,1845.8599853515625,1827.739990234375,1845.8599853515625,3080600000,,
2014-01-03,1831.3699951171875,1838.239990234375,1829.1300048828125,1833.2099609375,2774270000,-0.00033296507498215,
2014-01-06,1826.77001953125,1837.1600341796875,1823.72998046875,1832.31005859375,3294850000,-0.0025117674736410134,
2014-01-07,1837.8800048828125,1840.0999755859375,1828.7099609375,1828.7099609375,3511750000,0.006081764662643874,
2014-01-08,1837.489990234375,1840.02001953125,1831.4000244140625,1837.9000244140625,3652140000,-0.0002122089839386998,
2014-01-09,1838.1300048828125,1843.22998046875,1830.3800048828125,1839.0,3581150000,0.0003483091890779111,
2014-01-10,1842.3699951171875,1843.1500244140625,1832.4300537109375,1840.06005859375,3335710000,0.002306686808393188,
2014-01-13,1819.199951171875,1843.449951171875,1815.52001953125,1841.260009765625,3591350000,-0.012576216507389826,
2014-01-14,1838.8800048828125,1839.260009765625,1821.3599853515625,1821.3599853515625,3353270000,0.010817971767347556,
2014-01-15,1848.3800048828125,1850.8399658203125,1840.52001953125,1840.52001953125,3777800000,0.005166188100786506,
2014-01-16,1845.8900146484375,1847.989990234375,1840.300048828125,1847.989990234375,3491310000,-0.0013471203041567348,
2014-01-17,1838.699951171875,1846.0400390625,1835.22998046875,1844.22998046875,3626120000,-0.0038951743709020326,
2014-01-21,1843.800048828125,1849.31005859375,1832.3800048828125,1841.050048828125,3782470000,0.0027737519941737343,
2014-01-22,1844.8599853515625,1846.8699951171875,1840.8800048828125,1844.7099609375,3374170000,0.0005748652214816463,
2014-01-23,1828.4599609375,1842.2900390625,1820.06005859375,1842.2900390625,3972250000,-0.00888957673985069,
2014-01-24,1790.2900390625,1826.9599609375,1790.2900390625,1826.9599609375,4618450000,-0.02087544856898549,
2014-01-27,1781.56005859375,1795.97998046875,1772.8800048828125,1791.030029296875,4045200000,-0.004876293940238585,
2014-01-28,1792.5,1793.8699951171875,1779.489990234375,1783.0,3437830000,0.00614065260021901,
2014-01-29,1774.199951171875,1790.1500244140625,1770.449951171875,1790.1500244140625,3964020000,-0.010209232261157553,
2014-01-30,1794.18994140625,1798.77001953125,1777.1700439453125,1777.1700439453125,3547510000,0.011267044743841437,
2014-01-31,1782.5899658203125,1793.8800048828125,1772.260009765625,1790.8800048828125,4059690000,-0.0064652996420466735,
2014-02-03,1741.8900146484375,1784.8299560546875,1739.6600341796875,1782.6800537109375,4726040000,-0.02283191982018462,
2014-02-04,1755.199951171875,1758.72998046875,1743.8199462890625,1743.8199462890625,4068410000,0.007641088938743268,
2014-02-05,1751.6400146484375,1755.7900390625,1737.9200439453125,1753.3800048828125,3984290000,-0.0020282227794392593,
2014-02-06,1773.4300537109375,1774.06005859375,1752.989990234375,1752.989990234375,3825410000,0.012439792925644788,
2014-02-07,1797.02001953125,1798.030029296875,1776.010009765625,1776.010009765625,3775990000,0.013301886798946505,
2014-02-10,1799.8399658203125,1799.93994140625,1791.8299560546875,1796.199951171875,3312160000,0.0015692347655638095,
2014-02-11,1819.75,1823.5400390625,1800.4100341796875,1800.449951171875,3699380000,0.011062113608869106,
2014-02-12,1819.260009765625,1826.550048828125,1815.969970703125,1820.1199951171875,3326380000,-0.00026926239009483766,
2014-02-13,1829.8299560546875,1830.25,1809.219970703125,1814.8199462890625,3289510000,0.005810025082904069,
2014-02-14,1838.6300048828125,1841.6500244140625,1825.5899658203125,1828.4599609375,3114750000,0.004809216724759979,0.14203381665573525
2014-02-18,1840.760009765625,1842.8699951171875,1835.010009765625,1839.030029296875,3421110000,0.0011584739056558213,0.14205464070977616
2014-02-19,1828.75,1847.5,1826.989990234375,1838.9000244140625,3661570000,-0.006524484290135191,0.14319408075873208
2014-02-20,1839.780029296875,1842.7900390625,1824.5799560546875,1829.239990234375,3404980000,0.006031458262132583,0.1431758181649854
2014-02-21,1836.25,1846.1300048828125,1835.5999755859375,1841.0699462890625,3403880000,-0.0019187235651341172,0.14329083724967312
2014-02-24,1847.6099853515625,1858.7099609375,1836.780029296875,1836.780029296875,4014530000,0.00618651346579302,0.1444028560211334
2014-02-25,1845.1199951171875,1852.9100341796875,1840.18994140625,1847.6600341796875,3515560000,-0.0013476817370097205,0.1443305451687717
2014-02-26,1845.1600341796875,1852.6500244140625,1840.6600341796875,1845.7900390625,3716730000,2.1699977565736717e-05,0.13925264990946393
2014-02-27,1854.2900390625,1854.530029296875,1841.1300048828125,1844.9000244140625,3547460000,0.004948082937896281,0.13648861385516933
2014-02-28,1859.449951171875,1867.9200439453125,1847.6700439453125,1855.1199951171875,3917450000,0.0027826887923012578,0.135925982641006
2014-03-03,1845.72998046875,1857.6800537109375,1834.43994140625,1857.6800537109375,3428220000,-0.007378510346287226,0.13764901306956978
2014-03-04,1873.9100341796875,1876.22998046875,1849.22998046875,1849.22998046875,3765770000,0.01526770113133269,0.14395633235764488
2014-03-05,1873.81005859375,1876.530029296875,1871.1099853515625,1874.050048828125,3392990000,-5.335132643191631e-05,0.1438308596577887
2014-03-06,1877.030029296875,1881.93994140625,1874.1800537109375,1874.1800537109375,3360450000,0.0017184082710823834,0.1438688134679045
2014-03-07,1878.0400390625,1883.5699462890625,1870.56005859375,1878.52001953125,3564740000,0.0005380892952486782,0.14102246960520926
2014-03-10,1877.1700439453125,1877.8699951171875,1867.0400390625,1877.8599853515625,3021350000,-0.0004632463094992323,0.12510633543056152
2014-03-11,1867.6300048828125,1882.3499755859375,1863.8800048828125,1878.260009765625,3392400000,-0.005082138985368356,0.12520047437117857
2014-03-12,1868.199951171875,1868.3800048828125,1854.3800048828125,1866.1500244140625,3270860000,0.00030517087837123036,0.12450348466116865
2014-03-13,1846.3399658203125,1874.4000244140625,1841.8599853515625,1869.06005859375,3670990000,-0.011701095130556172,0.1257817944969768
2014-03-14,1841.1300048828125,1852.43994140625,1839.5699462890625,1845.0699462890625,3285460000,-0.0028217776974703845,0.12272976253898336
2014-03-17,1858.8299560546875,1862.300048828125,1842.81005859375,1842.81005859375,2860490000,0.009613634629240364,0.12320242893963208
2014-03-18,1872.25,1873.760009765625,1858.9200439453125,1858.9200439453125,2930190000,0.0072196189337276895,0.10047609720082348
2014-03-19,1860.77001953125,1874.1400146484375,1850.3499755859375,1872.25,3289210000,-0.006131649335692324,0.10218116621013903
2014-03-20,1872.010009765625,1873.489990234375,1854.6300048828125,1860.0899658203125,3327540000,0.006040504799839086,0.10211449828761952
2014-03-21,1866.52001953125,1883.969970703125,1863.4599609375,1874.530029296875,5270710000,-0.0029326714097337447,0.09842148909190929
2014-03-24,1857.43994140625,1873.3399658203125,1849.68994140625,1867.6700439453125,3409000000,-0.004864709743258144,0.09382972584626505
2014-03-25,1865.6199951171875,1871.8699951171875,1855.9599609375,1859.47998046875,3200560000,0.004403939814465518,0.09430619646792658
2014-03-26,1852.56005859375,1875.9200439453125,1852.56005859375,1867.0899658203125,3480850000,-0.007000319763734719,0.09242731253558902
2014-03-27,1849.0400390625,1855.550048828125,1842.1099853515625,1852.1099853515625,3733430000,-0.0019000838946738874,0.09268296006037091
2014-03-28,1857.6199951171875,1866.6300048828125,1850.0699462890625,1850.0699462890625,2955520000,0.0046402218845611465,0.0921674932626057
2014-03-31,1872.3399658203125,1875.1800537109375,1859.1600341796875,1859.1600341796875,3274300000,0.007924102207026662,0.09385417396558558
2014-04-01,1885.52001953125,1885.8399658203125,1873.9599609375,1873.9599609375,3336190000,0.0070393485966973035,0.09567591270521986
2014-04-02,1890.9000244140625,1893.1700439453125,1883.7900390625,1886.6099853515625,3131660000,0.002853326841976367,0.09325135057624645
2014-04-03,1888.77001953125,1893.800048828125,1882.6500244140625,1891.4300537109375,3055600000,-0.0011264502910314222,0.09228550654386894
2014-04-04,1865.0899658203125,1897.280029296875,1863.260009765625,1890.25,3583750000,-0.012537288005457836,0.09991283616146666
2014-04-07,1845.0400390625,1864.0400390625,1841.47998046875,1863.9200439453125,3801540000,-0.010750112394172895,0.1035842808449523
2014-04-08,1851.9599609375,1854.949951171875,1837.489990234375,1845.47998046875,3721450000,0.0037505537703756975,0.10407167689438024
2014-04-09,1872.1800537109375,1872.4300537109375,1852.3800048828125,1852.6400146484375,3308650000,0.010918212704340347,0.10865125739626572
2014-04-10,1833.0799560546875,1872.530029296875,1830.8699951171875,1872.280029296875,3758780000,-0.020884795550912827,0.12416531855813871
2014-04-11,1815.68994140625,1835.0699462890625,1814.3599853515625,1830.6500244140625,3743460000,-0.009486773662544357,0.12654153760628123
2014-04-14,1830.6099853515625,1834.18994140625,1815.800048828125,1818.1800537109375,3111540000,0.008217286225508769,0.12752535671904236
2014-04-15,1842.97998046875,1844.02001953125,1816.2900390625,1831.449951171875,3736440000,0.006757307791485534,0.12073530168383068
2014-04-16,1862.31005859375,1862.31005859375,1846.010009765625,1846.010009765625,3155080000,0.010488490558689278,0.12488876985284895
